cpu_uses,memory_uses,Wi_fi_uses,disc_uses,Type
0.0,4.535296057450941,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1402.3,3.266633575668545e-05,0.0,0.0,0
0.0,0.0391342702365091,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0044589548307875,0.0,0.0,0
0.0,0.752877373352208,0.0,0.0,0
0.0,45.65553250945568,0.0,0.0,0
0.0,0.9829790424223002,0.0,0.0,0
0.0,5.234535307490669,0.0,0.0,0
0.0,0.0072355933701058,0.0,0.0,0
0.0,0.0520374728603999,0.0,0.0,0
0.0,0.0241077557884338,0.0,0.0,0
15.4,70.38824430041856,0.0,0.0,1
0.0,0.1447445337378732,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,1.1288668979116574,0.0,0.0,0
0.0,45.667913050707455,0.0,0.0,0
0.0,0.0520374728603999,0.0,0.0,0
0.0,0.0072355933701058,0.0,0.0,0
0.0,4.541126998383509,0.0,0.0,0
0.0,1.0083771184731232,0.0,0.0,0
12.9,69.81779207909959,0.0,0.0,1
1435.1,3.266633575668545e-05,0.0,0.0,0
0.0,0.0241077557884338,0.0,0.0,0
2.0,0.0391342702365091,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,5.23451897432279,0.0,0.0,0
0.0,0.7480917551638535,0.0,0.0,0
0.0,0.0044589548307875,0.0,0.0,0
0.0,0.1445975352269681,0.0,0.0,0
2.0,0.0391342702365091,0.0,0.0,0
0.0,0.0072355933701058,0.0,0.0,0
0.0,0.1447282005699949,0.0,0.0,0
1444.2,3.266633575668545e-05,0.0,0.0,0
0.0,0.0241077557884338,0.0,0.0,0
0.0,1.1290955622619545,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0520374728603999,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,5.23451897432279,0.0,0.0,0
0.0,0.9682301918281568,0.0,0.0,0
4.0,70.94478066270523,0.0,0.0,1
0.0,45.60052240004141,0.0,0.0,0
0.0,0.0044589548307875,0.0,0.0,0
0.0,0.7525507099946411,0.0,0.0,0
0.0,0.0520701391961566,0.0,0.0,0
0.0,0.7529917055273563,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0072355933701058,0.0,0.0,0
0.0,0.0241077557884338,0.0,0.0,0
0.0,0.9841713636774192,0.0,0.0,0
